path,blood_id
/home/cci/pigeon/datasets/crops/579208_0.jpg,BLG2005-6206406
/home/cci/pigeon/datasets/crops/177787_0.jpg,B97-4263065
/home/cci/pigeon/datasets/crops/330263_0.jpg,B10-3179553
/home/cci/pigeon/datasets/crops/557692_0.jpg,2014-08-060708
/home/cci/pigeon/datasets/crops/440091_0.jpg,N14-1130189
/home/cci/pigeon/datasets/crops/381332_0.jpg,2000-08-187524
/home/cci/pigeon/datasets/crops/648406_0.jpg,B10-4253222
/home/cci/pigeon/datasets/crops/172556_0.jpg,2005-15-041121
/home/cci/pigeon/datasets/crops/476392_0.jpg,B08-6098390
/home/cci/pigeon/datasets/crops/612871_0.jpg,B04-9134245
/home/cci/pigeon/datasets/crops/309377_0.jpg,09-19-251029
/home/cci/pigeon/datasets/crops/542709_0.jpg,B06-6267274
/home/cci/pigeon/datasets/crops/600537_0.jpg,B03-3130412
/home/cci/pigeon/datasets/crops/607100_0.jpg,B07-2055019
/home/cci/pigeon/datasets/crops/398624_0.jpg,2011-09-039070
/home/cci/pigeon/datasets/crops/143116_0.jpg,2001-01-113951
/home/cci/pigeon/datasets/crops/663742_0.jpg,2004-145895
/home/cci/pigeon/datasets/crops/590104_0.jpg,2004-11-022157
/home/cci/pigeon/datasets/crops/623274_0.jpg,B16-3138760
/home/cci/pigeon/datasets/crops/222650_0.jpg,2017-12-0249897
/home/cci/pigeon/datasets/crops/393183_0.jpg,2014-03-216873
/home/cci/pigeon/datasets/crops/643635_1.jpg,2010-32-364763
/home/cci/pigeon/datasets/crops/668665_0.jpg,B06-6405249
/home/cci/pigeon/datasets/crops/528612_0.jpg,15-15-0057688
/home/cci/pigeon/datasets/crops/226270_0.jpg,B08-6050184
/home/cci/pigeon/datasets/crops/637799_0.jpg,N2005-1394730
/home/cci/pigeon/datasets/crops/533914_0.jpg,2016-01-0925440
/home/cci/pigeon/datasets/crops/338442_0.jpg,2014-10-688144
/home/cci/pigeon/datasets/crops/663613_0.jpg,B15-4146136
/home/cci/pigeon/datasets/crops/657560_0.jpg,B18-3035219
/home/cci/pigeon/datasets/crops/325361_0.jpg,12-29-062184
/home/cci/pigeon/datasets/crops/244356_0.jpg,B04-5093195
/home/cci/pigeon/datasets/crops/452646_0.jpg,2012-15-295142
/home/cci/pigeon/datasets/crops/676569_0.jpg,BLG2009-6181246
/home/cci/pigeon/datasets/crops/164373_0.jpg,05-08-127400
/home/cci/pigeon/datasets/crops/614120_0.jpg,N14-1338268
/home/cci/pigeon/datasets/crops/559171_0.jpg,2019-08-0106190
/home/cci/pigeon/datasets/crops/541013_0.jpg,B07-3199902
/home/cci/pigeon/datasets/crops/623286_0.jpg,17-03-1728777
/home/cci/pigeon/datasets/crops/195154_0.jpg,2005-04-179190
/home/cci/pigeon/datasets/crops/645944_0.jpg,2018-10-0696094
/home/cci/pigeon/datasets/crops/669832_0.jpg,2008-06-315100
/home/cci/pigeon/datasets/crops/651830_0.jpg,N04-2209832
/home/cci/pigeon/datasets/crops/548926_0.jpg,13-19-265625
/home/cci/pigeon/datasets/crops/627536_0.jpg,B06-6057126
/home/cci/pigeon/datasets/crops/140169_0.jpg,10-09-120528
/home/cci/pigeon/datasets/crops/310049_0.jpg,05-19-231798
/home/cci/pigeon/datasets/crops/248134_0.jpg,12-08-250725
/home/cci/pigeon/datasets/crops/430086_0.jpg,N04-1389781
/home/cci/pigeon/datasets/crops/479655_0.jpg,2014-26-386963
/home/cci/pigeon/datasets/crops/596809_0.jpg,98-10-539145
/home/cci/pigeon/datasets/crops/192514_0.jpg,N12-1231153
/home/cci/pigeon/datasets/crops/395360_0.jpg,N06-2160863
/home/cci/pigeon/datasets/crops/595827_0.jpg,B16-6165276
/home/cci/pigeon/datasets/crops/211934_0.jpg,2011-06-027344
/home/cci/pigeon/datasets/crops/606350_0.jpg,2017-09-0457829
/home/cci/pigeon/datasets/crops/258645_0.jpg,12-09-3629702012
/home/cci/pigeon/datasets/crops/137980_0.jpg,1014-01-484973
/home/cci/pigeon/datasets/crops/253113_0.jpg,2002-08-208053
/home/cci/pigeon/datasets/crops/570426_0.jpg,2013-03-138278
/home/cci/pigeon/datasets/crops/394040_0.jpg,D94-01439-404
/home/cci/pigeon/datasets/crops/334925_0.jpg,2014-09-400820
/home/cci/pigeon/datasets/crops/305025_0.jpg,N08-1685668
/home/cci/pigeon/datasets/crops/640119_0.jpg,B04-6105661
/home/cci/pigeon/datasets/crops/533618_0.jpg,2014-27-006870
/home/cci/pigeon/datasets/crops/259834_0.jpg,N98-9860077
/home/cci/pigeon/datasets/crops/644320_1.jpg,19-03031742019
/home/cci/pigeon/datasets/crops/156642_0.jpg,B04-4277401
/home/cci/pigeon/datasets/crops/597681_0.jpg,11-12-169187
/home/cci/pigeon/datasets/crops/71196_0.jpg,N95-2310527
/home/cci/pigeon/datasets/crops/38695_0.jpg,B97-6362232
/home/cci/pigeon/datasets/crops/30162_0.jpg,2011-08-056696
/home/cci/pigeon/datasets/crops/649286_0.jpg,B12-4186290
/home/cci/pigeon/datasets/crops/77366_0.jpg,BLG1986-6260314
/home/cci/pigeon/datasets/crops/256326_0.jpg,B04-4084806
/home/cci/pigeon/datasets/crops/647695_0.jpg,B12-4210234
/home/cci/pigeon/datasets/crops/228866_0.jpg,B06-6148032
/home/cci/pigeon/datasets/crops/207565_0.jpg,B01-6182861
/home/cci/pigeon/datasets/crops/679458_0.jpg,B09-6369933
/home/cci/pigeon/datasets/crops/654565_0.jpg,N02-2373105
/home/cci/pigeon/datasets/crops/157105_0.jpg,B11-4244189
/home/cci/pigeon/datasets/crops/103380_0.jpg,2013-29-131410
/home/cci/pigeon/datasets/crops/540513_0.jpg,12-09-378475
/home/cci/pigeon/datasets/crops/320186_0.jpg,B05-6176121
/home/cci/pigeon/datasets/crops/288732_0.jpg,09-06-258152
/home/cci/pigeon/datasets/crops/399525_0.jpg,B15-2071971
/home/cci/pigeon/datasets/crops/399787_0.jpg,B96-6223326
/home/cci/pigeon/datasets/crops/259559_0.jpg,B07-6076174
/home/cci/pigeon/datasets/crops/353795_0.jpg,B05-6038424
/home/cci/pigeon/datasets/crops/679509_0.jpg,B09-6369933
/home/cci/pigeon/datasets/crops/499180_0.jpg,2012-08-020156
/home/cci/pigeon/datasets/crops/539021_0.jpg,2016-11-0245510
/home/cci/pigeon/datasets/crops/675174_2.jpg,B06-6270370
/home/cci/pigeon/datasets/crops/662132_0.jpg,2018-50-0825391
/home/cci/pigeon/datasets/crops/604803_0.jpg,2009-05-377178
/home/cci/pigeon/datasets/crops/259801_0.jpg,N00-2283401
/home/cci/pigeon/datasets/crops/569387_0.jpg,BLG2010-6143108
/home/cci/pigeon/datasets/crops/569458_0.jpg,16-08-0351074
/home/cci/pigeon/datasets/crops/43090_0.jpg,N79-7976133
/home/cci/pigeon/datasets/crops/97855_0.jpg,B2000-6178875
/home/cci/pigeon/datasets/crops/533921_0.jpg,2016-01-02913892016
/home/cci/pigeon/datasets/crops/184718_0.jpg,2004-15-187229
/home/cci/pigeon/datasets/crops/459835_0.jpg,00-2264725613
/home/cci/pigeon/datasets/crops/377343_0.jpg,B08-6116705
/home/cci/pigeon/datasets/crops/683758_0.jpg,D2014-06437-1661
/home/cci/pigeon/datasets/crops/240603_0.jpg,B01-3031001
/home/cci/pigeon/datasets/crops/78231_0.jpg,B89-4082165
/home/cci/pigeon/datasets/crops/115895_0.jpg,N09-1421078
/home/cci/pigeon/datasets/crops/309485_0.jpg,02-19-202002
/home/cci/pigeon/datasets/crops/461450_0.jpg,1999-10-693281
/home/cci/pigeon/datasets/crops/511944_0.jpg,0309-122012
/home/cci/pigeon/datasets/crops/84337_0.jpg,N2005-1405508
/home/cci/pigeon/datasets/crops/147258_0.jpg,2010-06-255652
/home/cci/pigeon/datasets/crops/446036_0.jpg,B08-6177501
/home/cci/pigeon/datasets/crops/629447_0.jpg,B10-2216084
/home/cci/pigeon/datasets/crops/607179_0.jpg,BLG94-4438209
/home/cci/pigeon/datasets/crops/51575_0.jpg,05-02-298585
/home/cci/pigeon/datasets/crops/637486_0.jpg,03-11-145794
/home/cci/pigeon/datasets/crops/85019_0.jpg,B90-6324237
/home/cci/pigeon/datasets/crops/600546_0.jpg,B01-2137017
/home/cci/pigeon/datasets/crops/393910_0.jpg,2065-09-430
/home/cci/pigeon/datasets/crops/446425_0.jpg,BLG2011-3165192
/home/cci/pigeon/datasets/crops/250478_0.jpg,2011-26-100099
/home/cci/pigeon/datasets/crops/517877_0.jpg,B08-6383267
/home/cci/pigeon/datasets/crops/545389_0.jpg,BLG2007-6229056
/home/cci/pigeon/datasets/crops/155052_0.jpg,2014-09-436936
/home/cci/pigeon/datasets/crops/433983_0.jpg,B10-4284516
/home/cci/pigeon/datasets/crops/394128_0.jpg,N02-2049339
/home/cci/pigeon/datasets/crops/422855_0.jpg,BLG2013-3088052
/home/cci/pigeon/datasets/crops/592308_0.jpg,12-31-000323
/home/cci/pigeon/datasets/crops/573902_0.jpg,B10-6251654
/home/cci/pigeon/datasets/crops/235200_0.jpg,B01-2137216
/home/cci/pigeon/datasets/crops/97669_0.jpg,04-10-023677
/home/cci/pigeon/datasets/crops/533929_0.jpg,2012-01-75771212
/home/cci/pigeon/datasets/crops/380515_0.jpg,2014-03-123132
/home/cci/pigeon/datasets/crops/225925_0.jpg,B06-6405206
/home/cci/pigeon/datasets/crops/205096_0.jpg,2011-01-363370
/home/cci/pigeon/datasets/crops/584160_0.jpg,2016-27-0476863
/home/cci/pigeon/datasets/crops/540391_0.jpg,BLG2010-6251541
/home/cci/pigeon/datasets/crops/404844_0.jpg,N92-2364630
/home/cci/pigeon/datasets/crops/111840_0.jpg,B96-6598549
/home/cci/pigeon/datasets/crops/593740_0.jpg,B10-6077451
/home/cci/pigeon/datasets/crops/116086_0.jpg,99-09-008471
/home/cci/pigeon/datasets/crops/609234_0.jpg,05-03-180188
/home/cci/pigeon/datasets/crops/324990_0.jpg,B08-2036016
/home/cci/pigeon/datasets/crops/614309_0.jpg,N02-2373106
/home/cci/pigeon/datasets/crops/141460_0.jpg,B97-6502397
/home/cci/pigeon/datasets/crops/661737_0.jpg,1989-3547521
/home/cci/pigeon/datasets/crops/285563_0.jpg,B2000-4131855
/home/cci/pigeon/datasets/crops/353094_0.jpg,2011-12-079066
/home/cci/pigeon/datasets/crops/43178_0.jpg,06-12-165324
/home/cci/pigeon/datasets/crops/499863_0.jpg,2001-008280
/home/cci/pigeon/datasets/crops/608953_0.jpg,B01-4056851
/home/cci/pigeon/datasets/crops/613627_1.jpg,2015-05-0689064
/home/cci/pigeon/datasets/crops/627671_0.jpg,B17-6216720
/home/cci/pigeon/datasets/crops/652167_1.jpg,B00-6548062
/home/cci/pigeon/datasets/crops/192588_0.jpg,2010-22-1362978
/home/cci/pigeon/datasets/crops/23606_0.jpg,2011-211668
/home/cci/pigeon/datasets/crops/570883_0.jpg,2011-32-857022
/home/cci/pigeon/datasets/crops/234990_0.jpg,2012-27-131931
/home/cci/pigeon/datasets/crops/672052_0.jpg,BLG02-9019498199
/home/cci/pigeon/datasets/crops/401325_0.jpg,B10-6342782
/home/cci/pigeon/datasets/crops/152136_0.jpg,D08106-08-17
/home/cci/pigeon/datasets/crops/652622_0.jpg,B09-5021787
/home/cci/pigeon/datasets/crops/207503_0.jpg,B85-6379787
/home/cci/pigeon/datasets/crops/638472_0.jpg,97-52913098
/home/cci/pigeon/datasets/crops/502801_0.jpg,B11-4245566
/home/cci/pigeon/datasets/crops/319335_0.jpg,B93-6228609
/home/cci/pigeon/datasets/crops/627341_0.jpg,B15-2296654
/home/cci/pigeon/datasets/crops/406231_0.jpg,2004-03-077777
/home/cci/pigeon/datasets/crops/408516_0.jpg,2006-32-787888
/home/cci/pigeon/datasets/crops/463616_0.jpg,BLG2011-6090707
/home/cci/pigeon/datasets/crops/675263_0.jpg,N2016-1526305
/home/cci/pigeon/datasets/crops/312692_0.jpg,2009-10-573910
/home/cci/pigeon/datasets/crops/664245_0.jpg,2018-03-0399393
/home/cci/pigeon/datasets/crops/391107_0.jpg,B97-5217034
/home/cci/pigeon/datasets/crops/251200_0.jpg,B10-2121589
/home/cci/pigeon/datasets/crops/597986_0.jpg,2009-19-034725
/home/cci/pigeon/datasets/crops/450851_0.jpg,2005-19-101561
/home/cci/pigeon/datasets/crops/608281_0.jpg,B14-3067037
/home/cci/pigeon/datasets/crops/610126_0.jpg,2014-04-060722
/home/cci/pigeon/datasets/crops/24393_0.jpg,N99-1209894
/home/cci/pigeon/datasets/crops/177256_0.jpg,2006-225110
/home/cci/pigeon/datasets/crops/406866_0.jpg,B02-9071618
/home/cci/pigeon/datasets/crops/183006_0.jpg,2009-26-191093
/home/cci/pigeon/datasets/crops/228787_0.jpg,2009-29-008985
/home/cci/pigeon/datasets/crops/106815_0.jpg,1769-10-1492
/home/cci/pigeon/datasets/crops/184407_0.jpg,D02098-01-076
/home/cci/pigeon/datasets/crops/464111_0.jpg,9904-08-528
/home/cci/pigeon/datasets/crops/207601_0.jpg,B02-6091489
/home/cci/pigeon/datasets/crops/226589_0.jpg,08-10-539145
/home/cci/pigeon/datasets/crops/189158_0.jpg,N01-5150190
/home/cci/pigeon/datasets/crops/223876_0.jpg,N03-1130820106
/home/cci/pigeon/datasets/crops/99089_0.jpg,B10-6163878
/home/cci/pigeon/datasets/crops/281073_0.jpg,B2006-1019245
/home/cci/pigeon/datasets/crops/679482_0.jpg,B89-661159651
/home/cci/pigeon/datasets/crops/675319_0.jpg,D06720-08-1216
/home/cci/pigeon/datasets/crops/285562_0.jpg,08-10-541186
/home/cci/pigeon/datasets/crops/545480_0.jpg,11-19-020797
/home/cci/pigeon/datasets/crops/17274_0.jpg,B03-6266351
/home/cci/pigeon/datasets/crops/657847_0.jpg,2017-17-0019987
/home/cci/pigeon/datasets/crops/541206_0.jpg,2014-15-368887
/home/cci/pigeon/datasets/crops/125813_0.jpg,B00-6548062
/home/cci/pigeon/datasets/crops/308568_0.jpg,99-09-216774
/home/cci/pigeon/datasets/crops/268940_0.jpg,B07-6369516
/home/cci/pigeon/datasets/crops/592539_0.jpg,B12-2061006
/home/cci/pigeon/datasets/crops/46211_0.jpg,BLG00-3167101
/home/cci/pigeon/datasets/crops/243963_0.jpg,BLG1999-3151680
/home/cci/pigeon/datasets/crops/557238_0.jpg,2017-08-0085261
/home/cci/pigeon/datasets/crops/343863_0.jpg,B03-3114102
/home/cci/pigeon/datasets/crops/494517_0.jpg,B13-6304248
/home/cci/pigeon/datasets/crops/657023_0.jpg,2012-09-121151
/home/cci/pigeon/datasets/crops/223994_0.jpg,N97-1526267
/home/cci/pigeon/datasets/crops/641738_0.jpg,B17-6260698
/home/cci/pigeon/datasets/crops/629878_0.jpg,BLG2003-6287022
/home/cci/pigeon/datasets/crops/626042_0.jpg,B11-2076110
/home/cci/pigeon/datasets/crops/266198_0.jpg,17-02-0335870
/home/cci/pigeon/datasets/crops/405705_0.jpg,2008-32-002509
/home/cci/pigeon/datasets/crops/214374_0.jpg,B06-6411898
/home/cci/pigeon/datasets/crops/363049_0.jpg,B88-2150805
/home/cci/pigeon/datasets/crops/672275_0.jpg,B10-6052092
/home/cci/pigeon/datasets/crops/165227_0.jpg,N80-1987177
/home/cci/pigeon/datasets/crops/281016_0.jpg,12-12-190667
/home/cci/pigeon/datasets/crops/57814_0.jpg,00-10-633332
/home/cci/pigeon/datasets/crops/555273_0.jpg,BLG2005-6445691
/home/cci/pigeon/datasets/crops/170109_0.jpg,B96-6445285
/home/cci/pigeon/datasets/crops/320121_0.jpg,BLG05-4085398
/home/cci/pigeon/datasets/crops/664163_0.jpg,2014-162677
/home/cci/pigeon/datasets/crops/60842_0.jpg,B03-4146200
/home/cci/pigeon/datasets/crops/107418_0.jpg,08-09-188667
/home/cci/pigeon/datasets/crops/678753_0.jpg,B11-6240282
/home/cci/pigeon/datasets/crops/405576_0.jpg,N2005-1405306
/home/cci/pigeon/datasets/crops/629330_0.jpg,B99-4393735
/home/cci/pigeon/datasets/crops/451333_0.jpg,B99-3285081
/home/cci/pigeon/datasets/crops/507888_0.jpg,B11-3170456
/home/cci/pigeon/datasets/crops/67008_0.jpg,B07-6033149
/home/cci/pigeon/datasets/crops/601792_0.jpg,2004-17-0000
/home/cci/pigeon/datasets/crops/125919_0.jpg,N12-1615476
/home/cci/pigeon/datasets/crops/347146_0.jpg,05-16-037805
/home/cci/pigeon/datasets/crops/187303_0.jpg,B1995-6076572
/home/cci/pigeon/datasets/crops/199725_0.jpg,B11-6119113
/home/cci/pigeon/datasets/crops/52793_0.jpg,B98-6495048
/home/cci/pigeon/datasets/crops/27962_0.jpg,B02-43333348
/home/cci/pigeon/datasets/crops/475283_0.jpg,T2016-805060
/home/cci/pigeon/datasets/crops/647351_0.jpg,2012-01-993505
/home/cci/pigeon/datasets/crops/210270_0.jpg,B06-9123210
/home/cci/pigeon/datasets/crops/556420_0.jpg,B2002-6058079
/home/cci/pigeon/datasets/crops/671813_0.jpg,2017-03-0370683
/home/cci/pigeon/datasets/crops/324835_0.jpg,N05-1628438
/home/cci/pigeon/datasets/crops/672725_0.jpg,N04-1167211
/home/cci/pigeon/datasets/crops/538450_0.jpg,2013-01-117707
/home/cci/pigeon/datasets/crops/659792_0.jpg,2008-32-337744
/home/cci/pigeon/datasets/crops/656177_0.jpg,B09-3095085
/home/cci/pigeon/datasets/crops/485535_0.jpg,N95-1400550
/home/cci/pigeon/datasets/crops/494813_0.jpg,2014-19-254254
/home/cci/pigeon/datasets/crops/400399_0.jpg,B06-6346110
/home/cci/pigeon/datasets/crops/680899_0.jpg,B07-6221596
/home/cci/pigeon/datasets/crops/679308_0.jpg,2017-01-1562879
/home/cci/pigeon/datasets/crops/214111_0.jpg,2013-22-9081992014
/home/cci/pigeon/datasets/crops/203557_0.jpg,N10-1817500
/home/cci/pigeon/datasets/crops/454903_0.jpg,B98-5060818
/home/cci/pigeon/datasets/crops/659444_0.jpg,B08-3080188
/home/cci/pigeon/datasets/crops/286299_0.jpg,BLG2000-2117169
/home/cci/pigeon/datasets/crops/243892_0.jpg,BLG1998-6126752
/home/cci/pigeon/datasets/crops/657384_0.jpg,B05-4333728
/home/cci/pigeon/datasets/crops/393570_0.jpg,N2004-1993808
/home/cci/pigeon/datasets/crops/223774_0.jpg,N10-2055367
/home/cci/pigeon/datasets/crops/566770_0.jpg,BLG06-2090139
/home/cci/pigeon/datasets/crops/208733_0.jpg,2009-06-295492
/home/cci/pigeon/datasets/crops/424718_0.jpg,N07-1566659
/home/cci/pigeon/datasets/crops/604909_0.jpg,N2004-1023526
/home/cci/pigeon/datasets/crops/617751_0.jpg,2016-08-0055867
/home/cci/pigeon/datasets/crops/371666_0.jpg,B92-63718031000
/home/cci/pigeon/datasets/crops/638283_0.jpg,N2008-1537260
/home/cci/pigeon/datasets/crops/651763_0.jpg,BLG2007-4374449
/home/cci/pigeon/datasets/crops/637461_0.jpg,B13-3056247
/home/cci/pigeon/datasets/crops/425937_0.jpg,N2009-1232574
/home/cci/pigeon/datasets/crops/520886_0.jpg,2012-01-565197
/home/cci/pigeon/datasets/crops/630257_0.jpg,B16-6172925
/home/cci/pigeon/datasets/crops/674682_0.jpg,2017-01-0661689
/home/cci/pigeon/datasets/crops/640741_0.jpg,2012-10-014828
/home/cci/pigeon/datasets/crops/666421_0.jpg,2018-30-0009106
/home/cci/pigeon/datasets/crops/467182_0.jpg,N08-3812041
/home/cci/pigeon/datasets/crops/681975_0.jpg,B10-6357834
/home/cci/pigeon/datasets/crops/532656_0.jpg,N96-5666044
/home/cci/pigeon/datasets/crops/192394_0.jpg,B03-5126972
/home/cci/pigeon/datasets/crops/206165_0.jpg,03-09-019855
/home/cci/pigeon/datasets/crops/629530_0.jpg,2017-01-0600876
/home/cci/pigeon/datasets/crops/555950_0.jpg,2014-23-671882
/home/cci/pigeon/datasets/crops/55312_0.jpg,2009-08-092042
/home/cci/pigeon/datasets/crops/291074_0.jpg,2012-06-530798
/home/cci/pigeon/datasets/crops/324815_0.jpg,B92-3136647
/home/cci/pigeon/datasets/crops/105941_0.jpg,B07-2248511
/home/cci/pigeon/datasets/crops/90988_0.jpg,2006-01-575771
/home/cci/pigeon/datasets/crops/317860_0.jpg,T11-8880124
/home/cci/pigeon/datasets/crops/674263_0.jpg,15-19-0322055
/home/cci/pigeon/datasets/crops/664454_0.jpg,N07-1076826
/home/cci/pigeon/datasets/crops/132187_1.jpg,2015-00-800997
/home/cci/pigeon/datasets/crops/281197_0.jpg,B02-5065209
/home/cci/pigeon/datasets/crops/302312_0.jpg,B92-6074700
/home/cci/pigeon/datasets/crops/451844_0.jpg,06-29-027281
/home/cci/pigeon/datasets/crops/119432_0.jpg,D06565-02-104
/home/cci/pigeon/datasets/crops/662007_0.jpg,2016-09-0349316
/home/cci/pigeon/datasets/crops/381166_0.jpg,B02-5065236
/home/cci/pigeon/datasets/crops/680912_0.jpg,B06-5054807
/home/cci/pigeon/datasets/crops/641819_0.jpg,2015-0998282
/home/cci/pigeon/datasets/crops/477596_0.jpg,2011-19-320025
/home/cci/pigeon/datasets/crops/215421_0.jpg,N00-2178226
/home/cci/pigeon/datasets/crops/156456_0.jpg,D06134-11-250
/home/cci/pigeon/datasets/crops/652353_0.jpg,BLG2014-6274411
/home/cci/pigeon/datasets/crops/321159_0.jpg,N99-5957798
/home/cci/pigeon/datasets/crops/382304_0.jpg,B98-4298129
/home/cci/pigeon/datasets/crops/482373_0.jpg,2007-15-054639
/home/cci/pigeon/datasets/crops/675440_0.jpg,B11-6115694
/home/cci/pigeon/datasets/crops/364067_0.jpg,2014-08-346881
/home/cci/pigeon/datasets/crops/577019_0.jpg,BLG13-6096610
/home/cci/pigeon/datasets/crops/672523_0.jpg,B10-6342498
/home/cci/pigeon/datasets/crops/655887_0.jpg,2001-6455003
/home/cci/pigeon/datasets/crops/683785_0.jpg,B2016-3138861
/home/cci/pigeon/datasets/crops/31409_0.jpg,N92-2897662
/home/cci/pigeon/datasets/crops/181015_0.jpg,09-08-024889
/home/cci/pigeon/datasets/crops/650703_0.jpg,2012-08-054328
/home/cci/pigeon/datasets/crops/280416_0.jpg,BLG2001-2137614
/home/cci/pigeon/datasets/crops/172569_0.jpg,2011-15-222139
/home/cci/pigeon/datasets/crops/250375_0.jpg,N00-2153265
/home/cci/pigeon/datasets/crops/318662_0.jpg,D02-01149-748
/home/cci/pigeon/datasets/crops/626446_0.jpg,2011-06-266895
/home/cci/pigeon/datasets/crops/89310_0.jpg,B96-6183096
/home/cci/pigeon/datasets/crops/388878_0.jpg,2012-04-477655
/home/cci/pigeon/datasets/crops/652713_0.jpg,N05-1625467
/home/cci/pigeon/datasets/crops/510886_0.jpg,2013-15-211178
/home/cci/pigeon/datasets/crops/659321_0.jpg,1999-080057
/home/cci/pigeon/datasets/crops/626693_0.jpg,B11-2085371
/home/cci/pigeon/datasets/crops/167650_0.jpg,2011-22-1715833
/home/cci/pigeon/datasets/crops/284854_0.jpg,B05-4344553
/home/cci/pigeon/datasets/crops/132292_0.jpg,11-2006-041933
/home/cci/pigeon/datasets/crops/656410_0.jpg,2016-17-0059184
/home/cci/pigeon/datasets/crops/280665_0.jpg,1998-2061202
/home/cci/pigeon/datasets/crops/403339_0.jpg,B00-5052722
/home/cci/pigeon/datasets/crops/666032_0.jpg,2017-06-0444466
/home/cci/pigeon/datasets/crops/373214_0.jpg,B03-5071667
/home/cci/pigeon/datasets/crops/199950_0.jpg,N94-9426017
/home/cci/pigeon/datasets/crops/349913_0.jpg,2012-22-18108802013
/home/cci/pigeon/datasets/crops/405718_0.jpg,B2007-4332349
/home/cci/pigeon/datasets/crops/663401_0.jpg,B12-4175014
/home/cci/pigeon/datasets/crops/626026_0.jpg,15-03-0899326
/home/cci/pigeon/datasets/crops/436880_0.jpg,12-15-223585500
/home/cci/pigeon/datasets/crops/588020_0.jpg,N05-2123462
/home/cci/pigeon/datasets/crops/519393_0.jpg,14-06-178333
/home/cci/pigeon/datasets/crops/218799_0.jpg,B10-6166166
/home/cci/pigeon/datasets/crops/233156_0.jpg,BLG2012-6236036
/home/cci/pigeon/datasets/crops/520128_0.jpg,2015-32-0701028
/home/cci/pigeon/datasets/crops/181444_0.jpg,11-08-341416
/home/cci/pigeon/datasets/crops/193668_1.jpg,BLG2004-9153220
/home/cci/pigeon/datasets/crops/624061_0.jpg,2006-01-033116
/home/cci/pigeon/datasets/crops/666391_0.jpg,2016-03-0696197
/home/cci/pigeon/datasets/crops/405752_0.jpg,07-22-998552
/home/cci/pigeon/datasets/crops/613162_0.jpg,B12-9105289
/home/cci/pigeon/datasets/crops/422111_0.jpg,B02-6483633
/home/cci/pigeon/datasets/crops/649854_1.jpg,B05-6234336
/home/cci/pigeon/datasets/crops/682781_0.jpg,B15-6073174
/home/cci/pigeon/datasets/crops/123740_0.jpg,B92-5335457
/home/cci/pigeon/datasets/crops/393744_0.jpg,BLG04-2194289
/home/cci/pigeon/datasets/crops/211342_0.jpg,N04-1559724
/home/cci/pigeon/datasets/crops/71854_0.jpg,7768-03-217
/home/cci/pigeon/datasets/crops/17276_0.jpg,B03-5071602
/home/cci/pigeon/datasets/crops/491198_0.jpg,2012-01-858135
/home/cci/pigeon/datasets/crops/395791_0.jpg,N03-2317655
/home/cci/pigeon/datasets/crops/498459_0.jpg,2013-03-883163
/home/cci/pigeon/datasets/crops/122909_0.jpg,2015-08-0390798
/home/cci/pigeon/datasets/crops/317830_0.jpg,B97-6330121
/home/cci/pigeon/datasets/crops/17775_0.jpg,B86-3298661
